text	label
6. 완성된 솥밥에 송송 썬 실파를 올리고 주걱으로 가볍게 섞은 후 기호에 따라 양념간장을 곁들여 주세요.	O O O O CV_INGREDIENT CV_STATE CV_STATE CV_STATE CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O O CV_SEASONING CV_SEASONING CV_SEASONING O O O O O
1. 스팸과 오이는 나무젓가락 두께로 잘라주세요.	O O CV_INGREDIENT O CV_INGREDIENT O O O O O O O O O O
3. 고슬하게 지은 밥에 밥 양념 재료를 넣어 밑간 해주세요.	O O O O O O O CV_INGREDIENT O O O O O O O O O O O O O
5. 볼에 달걀을 넣고 섞은 후 체에 내리고, 달군 팬에 약간의 기름을 넣고 달걀물을 김 크기로 얇게 펴주세요. 달걀이 80%정도 익었을 때, 김밥을 올려 달걀로 돌돌 말아주세요.	O O O O CV_INGREDIENT O O O O O O O O O O O O O O O O O CV_SEASONING O O O CV_SEASONING CV_SEASONING O O O O O O O O O O CV_INGREDIENT O O O O O O O O O CV_INGREDIENT O O CV_INGREDIENT O O O O O O O O
6. 달걀꼬마 김밥을 먹기좋은 크기로 잘라 즐겨주세요.	O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O
1. 단호박은 잘 씻어 껍질째 큐브 모양으로 썰고, 익은 김치는 속을 털어낸 뒤 잘게 썰어 준비해주세요. 새우도 깨끗이 씻어 머리 부분을 떼어내고 껍질을 벗겨 1cm 길이로 썰어주세요.	O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O O CV_INGREDIENT O O O O O O O O O O O O O O O CV_INGREDIENT O O O O O O O O O O O O O O O O O O O O O O O
1. 다시마멸치육수에 국물양념 재료를 넣고 섞은 후 냉장고에 넣어 차갑게 준비해주세요.	O O CV_SEASONING CV_SEASONING CV_SEASONING CV_SEASONING CV_SEASONING O O O O O O O O O O O O O O O O O O O O O O
2. 도토리묵은 길게 채를 썰어주세요.	O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O
(냉장고에 있던 단단한 묵을 사용하실 경우, 묵을 체에 밭쳐 끓는 물에 살짝 담갔다가 빼서 준비해주세요)	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
3. 오이와 당근, 적채는 채를 썰고 배추김치는 잘게 썰어 김치양념에 넣어 조물조물 섞어주세요. 실파는 송송 썰어주세요.	O O CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O CV_SEASONING CV_SEASONING CV_SEASONING O O O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O
4. 그릇에 도토리묵과 김치, 당근, 오이, 적채를 담고 차게 준비한 육수를 부은 후 송송 썰은 실파와 통깨를 뿌려주세요.	O O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O CV_SEASONING O O O O CV_STATE CV_STATE CV_STATE CV_STATE CV_INGREDIENT CV_INGREDIENT O CV_SEASONING CV_SEASONING O O O O O
(조미김을 채썰어 곁들여도 맛있답니다)	O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O
1. 깨끗이 씻은 가지를 길게 반으로 자르고 칼집을 넣은 후 이등분 해주세요. 대파는 6~8cm 길이로 잘라주세요.	O O O O O CV_INGREDIENT O O O O O O O O O O O O O O O O O O O O CV_INGREDIENT O O O O O O O O O O O O
3. 튀겨낸 가지는 채반에서 한 김 식힌 후 키친타월에서 기름을 빼주세요. 볼에 절임 간장 재료를 넣고 섞어주세요.	O O CV_STATE CV_STATE CV_STATE CV_INGREDIENT O O O O O O O O O O O O O O O CV_SEASONING O O O O O O O O O O O O O O O O O O O
4. 밀폐 용기에 가지와 대파를 넣고 절임 간장을 부어주세요.	O O O O O CV_INGREDIENT O CV_INGREDIENT O O O CV_SEASONING CV_SEASONING CV_SEASONING O O O O O O
(실온 상태의 달걀을 사용해야 달걀이 터지지 않도록 삶을 수 있어요)	O O O O O CV_INGREDIENT O O O CV_INGREDIENT O O O O O O O O O O O O
(소금은 달걀 껍데기가 잘 벗겨지게 해주는 역할을 하며 식초는 달걀이 깨졌을 때 바로 응고시키는 역할을 한답니다)	O CV_SEASONING O CV_INGREDIENT O O O O O O O O O O O O O CV_SEASONING O O O O O O O O O O O O O O O O O
2. 볼에 소스 양념을 넣어 섞어주세요.	O O O O CV_SEASONING CV_SEASONING O O O O O O O O
3. 양파는 껍질을 벗긴 후 채를 썰고 쪽파는 송송 썰어주세요. 꽈리고추는 양념이 잘 밸 수 있도록 가운데에 칼집을 넣어주세요.	O O CV_INGREDIENT O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O CV_INGREDIENT CV_SEASONING O O O O O O O O O O O O O O O O
4. 냄비에 멸치육수를 넣은 후 양념을 넣어 끓으면 양파와 꽈리고추, 달걀을 넣어 끓여주세요.	O O O O CV_SEASONING CV_SEASONING CV_SEASONING O O O O CV_SEASONING O O O O O O CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT O O O O O O O
6. 접시에 담은 후 참기름과 통깨, 쪽파를 뿌려 맛있게 즐겨주세요.	O O O O O O O CV_SEASONING O CV_SEASONING CV_SEASONING O CV_INGREDIENT CV_INGREDIENT O O O O O O O O
1. 묵은지와 두부는 적당한 크기로 썰어주세요. 양파는 채썰고, 대파와 청양고추는 어슷 썰어주세요.	O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O O O O O O O O O O CV_INGREDIENT O O O O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O
2. 달군냄비에 들기름과 참치캔 기름을 넣고 묵은지와 양파, 설탕을 넣어 양파가 투명해질 때까지 볶아주세요.	O O O O O O O CV_SEASONING CV_SEASONING O CV_SEASONING CV_SEASONING CV_SEASONING O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O CV_SEASONING O O O CV_INGREDIENT O O O O O O O O O O O O
4. 대파와 청양고추, 두부를 넣고 한소끔 더 끓여주세요.	O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O O O O O O O O O O O
5. 따뜻할 때 밥과 함께 즐겨주세요.	O O O O O CV_INGREDIENT O O O O O O
1. 낙지는 내장과 먹물을 뺀 후 굵은소금과 밀가루로 바락바락 문질러 씻은 다음, 끓는 물에 살짝 데쳐 먹기 좋은 크기로 잘라주세요.	O O CV_INGREDIENT O O O O O O O O CV_STATE CV_SEASONING O O O CV_SEASONING O O O O O O O O O O O O O O O O O O O O O O O O O O O
2. 양배추와 양파는 굵게 채로 썰고, 대파와 청양고추는 어슷하게 썰어주세요. 실파는 송송 썰어주세요.	O O CV_INGREDIENT O CV_INGREDIENT O O O O O O O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O
4. 양파가 익으면 낙지와 대파, 청양고추를 넣고 양념과 재료가 고루 섞이도록 빠르게 볶다가 불을 끄고 참기름을 뿌려주세요.	O O CV_INGREDIENT O O O O CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O CV_SEASONING O O O O O O O O O O O O O O O CV_SEASONING O O O O O
5. 끓는 물에 소면을 넣고 물이 끓어오르면 2~3번 찬물을 넣어 국수를 삶은 후 찬물에 헹궈 동그랗게 사리를 지어주세요.	O O O O CV_SEASONING O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O CV_SEASONING O O O CV_INGREDIENT O O O O O O O O O O O O O O O O O O
6. 접시에 낙지볶음을 담고 통깨와 실파를 뿌려준 후 소면사리를 곁들여주세요.	O O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O O O CV_SEASONING CV_SEASONING O CV_INGREDIENT CV_INGREDIENT O O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O O O O O
2. 팽이버섯은 밑동을 제거하고, 표고버섯과 양파, 당근은 채썰어주세요. 대파와 홍고추는 어슷하게 썰어주세요.	O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O O O O O O O O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT O O O O O O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O
3. 냄비에 양념한 쇠고기와 양파를 넣어 고기의 겉만 살짝 익도록 볶다가, 다시마육수를 부어 끓여주세요.	O O O O O O CV_INGREDIENT O CV_INGREDIENT O O O CV_INGREDIENT O O O O O O O O O CV_SEASONING CV_SEASONING CV_SEASONING O O O O O O O
(육수가 끓을 때 생기는 거품은 걷어내주세요.)	O O O O O O O O O O O O O O O O
1. 쇠고기는 키친타올에 올려 핏물을 제거하고 적당한 길이로 자르고 맛술과 약간의 후춧가루 뿌려 준비해주세요.	O O CV_INGREDIENT O O O O O O O O O O O O O O O O O O CV_SEASONING CV_SEASONING O O O CV_SEASONING CV_SEASONING O O O O O O
2. 배추김치는 양념을 물에 씻고 물기를 제거한 후 잘게 자르고, 애호박과 당근도 잘게 	O O CV_INGREDIENT CV_INGREDIENT O CV_SEASONING O O O O O O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O O O
잘라주세요.	O O O O
3. 달군 팬에 식용유를 두르고 다진 야채를 넣어 볶다가 약간의 소금과 후춧가루 넣어 밑간해서 볶아주세요.	O O O O O O CV_SEASONING O O O CV_STATE CV_INGREDIENT O O O O O O O CV_SEASONING O CV_SEASONING CV_SEASONING O O O O O O O O O O
4. 따뜻한 밥에 볶은 야채와 참기름, 깨를 넣고 골고루 섞은 후 한 입 크기로 동그랗게 모양을 잡아 주먹밥을 만들고 쇠고기를 올려 감싸주세요.	O O O O CV_INGREDIENT O O O CV_INGREDIENT O CV_SEASONING O CV_SEASONING O O O O O O O O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O O O CV_INGREDIENT O O O O O O
6. 접시에 주먹밥을 담고 먹기 직전에 소스를 한번 더 바른 후 통깨를 뿌려주세요. 	O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O CV_SEASONING O O O O O O CV_SEASONING CV_SEASONING O O O O O
(먹기 좋게 주먹밥을 반으로 잘라 드셔도 좋답니다.)	O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O
1. 가리비는 엷은 소금물에 담가 해감한 후 흐르는 물에 조리용 솔로 껍질을 비벼 씻고 미더덕은 깨끗이 씻어 준비해 주세요.	O O CV_INGREDIENT CV_INGREDIENT O CV_STATE CV_SEASONING CV_SEASONING O O O O O O O O O O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O O O O O O O O O
2. 감자는 먹기 좋은 두께로 자르고 양파는 채를 썰어주세요. 팽이버섯은 밑동을 자른 후 먹기 좋게 찢고 대파와 청양고추는 어슷하게 썰어주세요.	O O CV_INGREDIENT O O O O O O O O CV_INGREDIENT O O O O O O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O
3. 냄비에 멸치 새우 다시마 육수를 붓고 끓기 시작하면 감자와 미더덕, 양파, 국물 양념 재료를 넣어 끓여주세요.	O O O O CV_SEASONING CV_SEASONING CV_SEASONING CV_SEASONING O O O O O O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O O O O O O O O O O O
5. 마지막에 대파, 팽이버섯, 청양고추를 넣고 굵은 천일염으로 간을 가감한 후 한소끔 끓인 후 불을 꺼주세요.	O O O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O CV_SEASONING O O O O O O O O O O O O O O O O O
1. 불린 미역은 먹기 좋은 크기로 잘라주세요. 	O O CV_STATE CV_INGREDIENT O O O O O O O O O O
(황태채를 물에 담가 불리면 불순물과 냄새가 제거되고 부드러워져요.)	O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O O O O O O O O
(부족한 간은 소금으로 가감해서 만들어주세요.)	O O O O O CV_SEASONING O O O O O O O O O
5. 맛있게 즐겨주세요.	O O O O O O O O
1. 불린 미역은 먹기 좋은 크기로 잘라주세요. 불린 표고버섯은 얇게 슬라이스 해주세요. 	O O CV_STATE CV_INGREDIENT O O O O O O O O O O CV_STATE CV_INGREDIENT CV_INGREDIENT O O O O O O O O O
4. 기호에 따라 소금으로 간을 맞춰 맛있게 즐겨주세요.	O O O O O CV_SEASONING O O O O O O O O O O
2. 새우는 머리를 자르고 껍질을 벗긴 후, 내장을 꺼내 손질한 다음 끓는 물에 삶아요.	O O CV_INGREDIENT O O O O O O O O O O O O O O O O O O O O O O O O O
3. 삶은 새우는 칼로 잘게 다져요.	O O O O CV_INGREDIENT O O O O O O O O
2. 대파는 어슷썰고 쪽파는 3등분으로 잘라주세요. 갈아 줄 재료인 배와 양파는 껍질을 벗기고 큼직하게 썰어주세요.	O O CV_INGREDIENT O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O CV_INGREDIENT O CV_INGREDIENT O O O O O O O O O O O O O
4. 갈아 줄 재료는 블렌더에 넣어 갈은 후 식힌 찹쌀풀과 양념 재료를 넣어 고루 섞어 김치 양념을 만들어주세요.	O O O O CV_INGREDIENT O O O O O O O O O O CV_STATE CV_STATE CV_SEASONING CV_SEASONING O CV_SEASONING CV_SEASONING O O O O O O O O O O O O O O
5. 넓은 볼에 총각무와 김치 양념, 대파, 쪽파를 넣어 고르게 버무려주세요.	O O O O O O CV_INGREDIENT CV_INGREDIENT O CV_SEASONING CV_SEASONING O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O
1. 두부와 스팸, 감자는 먹기 좋은 두께로 잘라주세요. 양파는 굵게 채를 썰고 대파와 청양고추는 어슷하게 썰어주세요. 볼에 양념장 재료를 넣고 섞어주세요.	O O CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT O O O O O O O O O O CV_INGREDIENT O O O O O O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O O O O O O O O O O O
2. 냄비에 양파를 깔고 감자를 올린 후 두부와 스팸을 켜켜이 돌려가며 담아주세요.	O O O O CV_INGREDIENT O O O CV_INGREDIENT O O O CV_INGREDIENT O CV_INGREDIENT O O O O O O O O O O O O
5. 감자가 익으면 대파와 청양고추를 넣고 한소끔 끓여 맛있게 즐겨주세요.	O O CV_INGREDIENT O O O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O
1. 멸치는 체에 흔들어 부스러기를 털어내주세요. 마늘은 편으로 썰고, 꽈리고추는 물에 씻어 꼭지를 떼어내고 4등분으로 잘라주세요.	O O CV_INGREDIENT O O O O O O O O O O O O O CV_INGREDIENT O O O O O O CV_INGREDIENT O O O O O O O O O O O O O O O O O
2. 팬에 올리브유를 넣고 마늘편을 볶다가, 멸치를 넣고 노릇하게 볶은 후 꽈리고추를 넣어 함께 볶아주세요.	O O O O CV_SEASONING CV_SEASONING O O O CV_INGREDIENT CV_INGREDIENT O O O O CV_INGREDIENT O O O O O O O O O CV_INGREDIENT O O O O O O O O
4. 접시에 멸치고추장볶음을 담고 통깨를 뿌려주세요.	O O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O O O CV_SEASONING CV_SEASONING O O O O O
1. 콩나물은 다듬어 씻고, 실파는 2센치 길이로 썰어주세요.	O O CV_INGREDIENT O O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O
3. 볼에 콩나물과 실파, 양념 재료를 넣어 조물조물 섞어주세요. 	O O O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O O O
4. 콩나물을 접시에 담고 통깨를 뿌려주세요.	O O CV_INGREDIENT O O O O O CV_SEASONING CV_SEASONING O O O O O
2. 김치는 송송 썰고, 대파는 어슷하게 썰어주세요. 청양고추는 잘게 다져주세요.	O O CV_INGREDIENT O O O O O O CV_INGREDIENT O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O
4. 국간장을 넣어 간을 맞춘 후 밥과 콩나물, 대파를 넣어 끓여주세요.	O O CV_SEASONING CV_SEASONING CV_SEASONING O O O O O O O CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT O O O O O O O
5. 그릇에 담은 후 김가루와 통깨, 참기름, 다진 청양고추를 얹어 맛있게 즐겨주세요.	O O O O O O O CV_SEASONING CV_SEASONING O CV_SEASONING CV_SEASONING O CV_SEASONING O CV_STATE CV_INGREDIENT CV_INGREDIENT O O O O O O O O O
1. 골뱅이는 체에 밭쳐 물기를 뺀 후 2등분 하고, 깻잎과 양파, 당근, 대파는 채를 썰어주세요.(대파채는 찬물에 담갔다가 물기를 빼주세요)	O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O
고추는 어슷하게 썰고 오이는 길게 4등분 한 후 씨를 발라내고 어슷하게 썰어주세요.(통조림국물은 버리지 않고 남겨주세요)	CV_INGREDIENT O O O O O O O CV_INGREDIENT O O O O O O O O O O O O O O O O O O O O O O O CV_SEASONING CV_SEASONING CV_SEASONING O O O O O O O O O
볼에 양념소스 재료를 넣고 섞어주세요.	O O O O O O O O O O O O O
3. 볼에 골뱅이와 손질한 채소, 진미 오징어채, 양념장을 넣고 섞어주세요.	O O O O CV_INGREDIENT CV_INGREDIENT O CV_STATE CV_STATE CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_SEASONING CV_SEASONING O O O O O O O O
5. 접시에 골뱅이무침을 담고 대파채를 올린 후, 삶은 소면을 함께 곁들이고 통깨를 뿌려주세요.	O O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O O O O CV_STATE CV_STATE CV_INGREDIENT CV_INGREDIENT O O O O CV_SEASONING CV_SEASONING O O O O O
2. 홍고추와 청고추는 잘게 썰고, 실파는 송송 썰어주세요. 볼에 고추장 양념장 재료를 넣고 섞어주세요.	O O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O O O O O O O O O O
3. 고등어의 물기를 제거하고 앞 뒤에 전분을 골고루 묻히고 털어준 다음 달군 팬에 기름을 넉넉히 두르고 고등어를 껍질쪽부터 노릇하게 굽고 뒤집어서 살쪽도 노릇하게 구워주세요.	O O CV_INGREDIENT O O O O O O O O O CV_SEASONING O O O O O O O O O O O CV_SEASONING O O O O O CV_INGREDIENT O O O O O O O O O O O O O O O O O O O O O
5. 접시에 구운 고등어를 담고 고추장 양념을 추가로 덧바른 후 고추와 실파, 통깨를 뿌려주세요.	O O O O CV_STATE CV_INGREDIENT O O O CV_SEASONING CV_SEASONING O O O O O O O CV_SEASONING O CV_INGREDIENT CV_INGREDIENT O CV_SEASONING CV_SEASONING O O O O O
6. 맛있게 즐겨주세요.	O O O O O O O O
1. 주꾸미는 머리부분을 뒤집어 먹통과 내장을 떼어내고, 소금과 밀가루를 넣고 문지른 후 흐르는 물에 깨끗이 씻어주세요.	O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O O CV_SEASONING O CV_SEASONING O O O O O O O O O O O O O O O O O
4. 양파는 굵게 채를 썰고, 당근은 먹기 좋게 썰어주세요. 대파와 청양고추, 홍고추는 어슷하게 썰어주세요. 양념재료는 모두 볼에 섞어주세요.	O O CV_INGREDIENT O O O O O O O O CV_INGREDIENT O O O O O O O O O O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O O O O O O O O O
5. 달군팬에 오일을 살짝 두르고 채썬 양파와 대파를 넣어 볶아주세요. 대파의 향이 올라오면 양념재료를 넣어 볶고, 주꾸미, 당근, 청양고추, 홍고추를 넣어 고루 섞이도록 빠르게 볶아주세요. 마지막에 참기름과 통깨를 뿌려주세요.	O O O O O O CV_SEASONING O O O O CV_STATE CV_STATE CV_INGREDIENT O CV_INGREDIENT O O O O O O O O CV_INGREDIENT O O O O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O O O O CV_SEASONING O CV_SEASONING CV_SEASONING O O O O O
6. 주꾸미볶음과 소면을 함께 즐겨주세요. 남은 주꾸미 볶음에 밥과 김가루, 콩나물, 깻잎, 치즈 등을 넣어 볶아 드시면 더 맛있게 즐기실 수 있어요.	O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O CV_SEASONING CV_SEASONING O CV_INGREDIENT O CV_INGREDIENT O CV_SEASONING O O O O O O O O O O O O O O O O O O O
1. 가지는 길이로 3등분 한 후 세로로 6등분해서 썰어주세요. 양파는 굵게 채를 썰고, 대파는 잘게 썰어주세요. 청양고추와 홍고추는 어슷하게 썰어주세요.	O O CV_INGREDIENT O O O O O O O O O O O O O O O O O O O CV_INGREDIENT O O O O O O O O CV_INGREDIENT O O O O O O O O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O
3. 가지의 숨이 죽으면 양념재료를 넣고 볶다가 청양고추와 홍고추를 넣어 살짝 볶아주세요.	O O O O O O O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O
4. 불을 끄고 참기름을 넣고 통깨를 뿌려주세요.	O O O O O O CV_SEASONING O O O CV_SEASONING CV_SEASONING O O O O O
5. 알맞은 그릇에 담아 맛있게 즐겨주세요.	O O O O O O O O O O O O O O
1. 감자는 2등분하고 대파와 부추는 5센치 길이로 썰어주세요. 양배추는 채를 썰어 찬물에 담갔다가 물기를 제거해주세요. 	O O CV_INGREDIENT O O O O O O CV_INGREDIENT O CV_INGREDIENT O O O O O O O O O O O CV_INGREDIENT O O O O O O O O O O O O O O O O O
2. 각각의 볼에 양념 재료와 소스 재료를 넣고 섞어주세요.	O O O O O O O O O O O O O O O O O O O
5. 부추와 양배추에 소스 재료와 남은 양념장을 넣어 섞어주세요. 닭고기와 곁들여 맛있게 즐겨주세요.	O O CV_INGREDIENT O CV_INGREDIENT O O O O CV_STATE CV_STATE CV_SEASONING CV_SEASONING O O O O O O O O CV_INGREDIENT O O O O O O O O
(남은 국물에 칼국수를 넣어 드셔도 맛있답니다.)	O O O CV_SEASONING O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O
2. 미나리는 5cm 길이로 자르고 홍고추와 청양고추는 어슷하게 썰어주세요.	O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O
3. 냄비에 물과 다시마를 넣어 물이 끓으면 다시마를 건져내고, 모시조개를 넣어 끓여주세요. 조개의 입이 벌리면 소금을 넣어 간을 맞춰주세요.	O O O O CV_SEASONING O CV_INGREDIENT O O O CV_SEASONING O O O O CV_INGREDIENT O O O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O O O O O O O CV_INGREDIENT O O O O O CV_SEASONING O O O O O O O O O
4. 홍고추와, 청고추, 미나리를 넣어 한소끔 끓여 완성해 주세요.	O O CV_INGREDIENT CV_INGREDIENT O O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O
5. 완성한 조개탕을 그릇에 담아 맛있게 즐겨주세요.	O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O
2. 문어는 먹기 좋게 썰어주세요. 무는 잘게 깍뚝 썰어주세요. 깻잎은 채를 썰어 주세요.	O O CV_INGREDIENT O O O O O O O O O O CV_INGREDIENT O O O O O O O O O O CV_INGREDIENT O O O O O O O
5. 완성된 솥밥에 달걀노른자, 깻잎을 얹고 간장양념을 곁들여 맛있게 즐겨주세요.	O O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O O CV_SEASONING CV_SEASONING CV_SEASONING O O O O O O O O
(같은 레시피로 전기밥솥에 만드셔도 무관해요.)	O O O O O O O O O O O O O O O O O
1. 어묵은 먹기 좋게 채를 썰고, 청양고추는 반을 갈라서 씨를 뺀 후 다져주세요.	O O CV_INGREDIENT O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O
2. 볼에 어묵 양념 재료를 넣어 섞어주세요. 볼에 달걀과 달걀 양념 재료를 넣어 섞어주세요.	O O O O O O O O O O O O O O O O O CV_INGREDIENT O O O O O O O O O O O O
3. 달군 팬에 식용유를 두른 후 달걀 물을 부어 얇게 지단을 만들어주세요. 한 김 식힌 후 가늘게 채 썰어주세요.	O O O O O O CV_SEASONING O O O CV_SEASONING CV_SEASONING O O O O O O O O O O O O O O O O O O O O O O O O O
4. 달군 팬에 식용유를 두른 후 길게 썬 김치와 김치 양념 재료를 넣어 김치를 볶아주세요.	O O O O O O CV_SEASONING O O O CV_STATE CV_STATE CV_STATE CV_INGREDIENT O CV_INGREDIENT O O O O O O O O O O O O
5. 달군 팬에 식용유를 두른 후 어묵을 볶다가 어묵 양념장과 썰어 둔 고추를 넣어 볶고 마지막에 깨를 뿌려주세요.	O O O O O O CV_SEASONING O O O CV_INGREDIENT O O O CV_SEASONING CV_SEASONING CV_SEASONING O CV_STATE CV_STATE CV_STATE CV_INGREDIENT O O O O O O O CV_SEASONING O O O O O
6. 볼에 밥 양념 재료를 넣어 밥 양을 해주세요.	O O O O O O O O O O O O O O O O O
7. 김밥 김에 밥을 얇게 펼친 후 위에 어묵볶음과 볶은 김치, 달걀지단을 올려 돌돌 말아주세요.	O O CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O O O O O O O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT CV_INGREDIENT CV_INGREDIENT O CV_SEASONING CV_SEASONING CV_SEASONING O O O O O O O O O
(기호에 따라 단무지나 다른 야채를 넣어 함께 말아 드셔도 좋아요)	O O O O CV_INGREDIENT CV_INGREDIENT O O CV_INGREDIENT O O O O O O O O O O O O
8. 김밥에 참기름을 바른 후 먹기 좋은 크기로 잘라 맛있게 즐겨주세요.	O O CV_INGREDIENT O CV_SEASONING O O O O O O O O O O O O O O O
2. 미나리는 끓는 물에 소금을 약간 넣고 살짝 데친 후 찬물에 식혀 물기를 꼭 짜주세요. 파프리카는 6센치 길이로 채를 썰어주세요.	O O CV_INGREDIENT CV_INGREDIENT O O O O O CV_SEASONING O O O O O O O O O O O O O O O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O O O O
4. 절인 연근으로 오징어를 감싼 후 파프리카를 올리고 데친 미나리를 돌돌 말아 감아주세요.	O O CV_STATE CV_STATE CV_INGREDIENT CV_INGREDIENT O CV_INGREDIENT O O O O CV_INGREDIENT CV_INGREDIENT O O O O O CV_INGREDIENT CV_INGREDIENT O O O O O O O O O O
